timestamp,open_price,close_price,high,low,volume
1512220000,0.041774,0.041699,0.041803,0.041699,876.4082172
1512220000,0.041796,0.041785,0.041825,0.041699,1181.658677
1512220000,0.042036,0.041791,0.042036,0.041703,1999.012348
1512220000,0.042009,0.042008,0.042054,0.041902,415.9416712
1512220000,0.042105,0.042009,0.042119,0.041971,290.3847492
1512210000,0.042042,0.042072,0.04217,0.041953,617.0775196
1512210000,0.041955,0.042063,0.042075,0.041892,1039.057036
1512210000,0.041956,0.041948,0.042075,0.041913,396.7371066
1512210000,0.041958,0.041946,0.042067,0.04187,438.0321382
1512210000,0.04201,0.041964,0.042095,0.041949,413.7103589
1512210000,0.042003,0.042044,0.042161,0.041981,262.1255769
1512210000,0.042126,0.041994,0.042239,0.041987,387.5130366
1512210000,0.041944,0.042106,0.042273,0.041944,1551.758824
1512210000,0.041949,0.041965,0.04204,0.041896,261.1808637
1512210000,0.041933,0.041956,0.041977,0.041673,1424.530386
1512210000,0.042252,0.041972,0.04226,0.041755,1695.629064
1512200000,0.042278,0.042289,0.042335,0.042175,304.9412505
1512200000,0.04225,0.042282,0.042384,0.042229,246.6635999
1512200000,0.04242,0.04225,0.042423,0.04225,410.2804433
1512200000,0.042357,0.042421,0.042602,0.042356,636.6341701
1512200000,0.042434,0.042338,0.042628,0.042338,1075.892175
1512200000,0.0425,0.042429,0.042577,0.042399,272.5699153
1512200000,0.042577,0.042518,0.042638,0.0425,396.3584362
1512200000,0.042642,0.04257,0.042665,0.0425,341.9951606
1512200000,0.042375,0.042642,0.042688,0.04235,494.913616
1512200000,0.042431,0.042359,0.042499,0.042311,643.9274572
1512200000,0.042282,0.042376,0.042463,0.042203,899.6342489
1512190000,0.042235,0.042283,0.042308,0.042143,320.9082237
1512190000,0.042223,0.042209,0.042348,0.042158,594.3153735
1512190000,0.042317,0.042245,0.042471,0.042153,477.2565324
1512190000,0.042257,0.04232,0.042382,0.042215,503.0223496
1512190000,0.042161,0.042248,0.042317,0.042125,271.8537154
1512190000,0.042228,0.04216,0.042268,0.042101,511.7998407
1512190000,0.04218,0.042224,0.042321,0.042066,721.7202903
1512190000,0.042291,0.042198,0.042352,0.04205,898.8794725
1512190000,0.042213,0.04228,0.042358,0.042196,634.6153201
1512190000,0.042077,0.042211,0.042241,0.042077,479.4927235
1512190000,0.042168,0.042052,0.042199,0.04202,701.4534787
1512180000,0.042174,0.042158,0.042184,0.04205,730.4806066
1512180000,0.042127,0.042174,0.042311,0.04205,1020.056824
1512180000,0.042326,0.042126,0.042326,0.0421,1373.290561
1512180000,0.042307,0.042325,0.04237,0.04223,466.3822971
1512180000,0.04229,0.042287,0.042409,0.04226,459.444187
1512180000,0.042349,0.042294,0.042456,0.042257,956.3383592
1512180000,0.042158,0.042334,0.04245,0.042143,831.4098693
1512180000,0.042279,0.042173,0.042336,0.042143,939.401575
1512180000,0.042256,0.04226,0.0425,0.042251,714.463864
1512180000,0.042226,0.04225,0.042349,0.042153,691.0568678
1512180000,0.042427,0.042243,0.042427,0.042118,1525.879033
1512170000,0.042362,0.042422,0.042499,0.04235,735.3233071
1512170000,0.042435,0.042363,0.042517,0.04236,828.2186325
1512170000,0.042465,0.042435,0.042559,0.042393,574.9558197
1512170000,0.042551,0.04245,0.042551,0.042355,693.7344391
1512170000,0.042483,0.04257,0.04257,0.04245,529.5907509
1512170000,0.042568,0.042493,0.042829,0.042462,544.3803016
1512170000,0.042517,0.042564,0.04261,0.0425,249.6138153
1512170000,0.042733,0.042523,0.042733,0.042452,701.0973593
1512170000,0.04259,0.042734,0.042748,0.04251,733.2032484
1512170000,0.042557,0.042569,0.042648,0.042499,539.6688227
1512170000,0.04273,0.042543,0.042801,0.042401,723.5128786
1512160000,0.042664,0.042709,0.042871,0.042659,503.0645036
1512160000,0.043103,0.042674,0.043132,0.042581,2711.551307
1512160000,0.042988,0.043076,0.043177,0.042933,467.4654264
1512160000,0.043141,0.042964,0.043344,0.042951,657.6158461
1512160000,0.043041,0.043141,0.04328,0.042972,711.5274793
1512160000,0.043711,0.043068,0.043737,0.042897,942.0939572
1512160000,0.043387,0.043738,0.043794,0.043373,591.664705
1512160000,0.043212,0.043357,0.043444,0.043194,743.7645536
1512160000,0.043064,0.043191,0.043294,0.042999,414.5260574
1512160000,0.042838,0.043063,0.043142,0.042818,1560.917217
1512160000,0.042868,0.042834,0.042994,0.042799,1491.678683
1512150000,0.043145,0.042853,0.043214,0.0428,741.5264829
1512150000,0.043116,0.043146,0.043256,0.043061,335.8846971
1512150000,0.043089,0.043098,0.043144,0.042963,370.9058059
1512150000,0.043235,0.043082,0.043312,0.043023,572.8946239
1512150000,0.04313,0.043235,0.043376,0.043026,865.1184892
1512150000,0.04296,0.043163,0.043378,0.04296,961.6092604
1512150000,0.042854,0.042927,0.043035,0.042846,620.8427367
1512150000,0.043,0.042867,0.043149,0.042829,561.9629693
1512150000,0.042583,0.043,0.043067,0.042571,2979.034775
1512150000,0.042456,0.042599,0.042743,0.042456,1173.416678
1512150000,0.042511,0.04246,0.042568,0.042276,882.2988563
1512140000,0.04259,0.042516,0.042668,0.042465,1071.931542
1512140000,0.042581,0.04259,0.042698,0.042525,727.2208473
1512140000,0.042643,0.042584,0.042655,0.0425,1173.276136
1512140000,0.042541,0.042636,0.042656,0.042429,959.2004089
1512140000,0.042642,0.04254,0.042708,0.04252,505.0787097
1512140000,0.042552,0.042693,0.042764,0.042523,890.1607324
1512140000,0.042581,0.042546,0.0427,0.042534,796.4370225
1512140000,0.042542,0.042582,0.042636,0.04253,778.0858034
1512140000,0.042614,0.042544,0.042767,0.042493,1098.072975
1512140000,0.042716,0.042615,0.042937,0.042507,1341.96519
1512140000,0.043003,0.042719,0.043004,0.042524,1183.333519
1512140000,0.043052,0.043011,0.04311,0.04291,953.7209998
1512130000,0.043366,0.043063,0.043461,0.04301,965.1518302
1512130000,0.043609,0.043366,0.043739,0.043224,868.7225776
1512130000,0.043392,0.043611,0.043778,0.043391,1219.695875
1512130000,0.04336,0.043367,0.043799,0.043268,768.4509986
1512130000,0.043206,0.043359,0.043368,0.043066,577.9498457
