1507062600000,0.021394,0.021699,0.021769,0.021394,605.18797474
1507061700000,0.021513,0.021406,0.021629,0.021337,391.4309212
1507060800000,0.021441,0.021481,0.021631,0.021375,605.88890845
1507059900000,0.021254,0.021428,0.021428,0.021254,24.07924572
1507059000000,0.021296,0.021153,0.021339,0.021146,137.08988385
1507058100000,0.021171,0.021324,0.021324,0.021078,58.26386459
1507057200000,0.02099,0.021141,0.021141,0.02099,598.16071575
1507056300000,0.020989,0.02099,0.02099,0.020973,49.87729897
1507055400000,0.020994,0.020927,0.02104,0.020927,380.09589894
1507054500000,0.020921,0.020939,0.020939,0.02092,108.27239864
1507053600000,0.020819,0.020801,0.020924,0.020796,328.24682408
1507052700000,0.02081,0.020827,0.020827,0.02081,5.46
1507051800000,0.020825,0.02082,0.02088,0.020737,383.57199732
1507050900000,0.02092,0.020935,0.021035,0.020843,77.997742
1507050000000,0.02086,0.020931,0.020932,0.02086,24.94882904
1507049100000,0.020987,0.020974,0.021169,0.020878,152.18948209
1507048200000,0.02106,0.021084,0.021087,0.020994,114.87862464
1507047300000,0.021105,0.021137,0.021163,0.021027,203.70072024
1507046400000,0.021032,0.021041,0.021121,0.020972,42.55776756
1507045500000,0.021144,0.021037,0.021197,0.021003,401.05760053
1507044600000,0.02114,0.021148,0.021157,0.021085,253.69102472
1507043700000,0.021032,0.021135,0.021146,0.021003,310.25450047
1507042800000,0.020955,0.021107,0.021107,0.020895,361.67298058
1507041900000,0.020898,0.020863,0.020935,0.02082,254.67114335
1507041000000,0.020865,0.020862,0.020897,0.02071,229.17844412
1507040100000,0.020702,0.020872,0.020891,0.0207,138.25679136
1507039200000,0.0207,0.020702,0.020777,0.0207,119.26933106
1507038300000,0.020628,0.020687,0.020788,0.020561,214.39696751
1507037400000,0.020556,0.020628,0.020629,0.020556,40.46289673
1507036500000,0.020548,0.020645,0.020645,0.020546,104.8083
1507035600000,0.02056,0.02053,0.02062,0.02053,5.48619552
1507034700000,0.020508,0.020493,0.020568,0.020493,21.045952
1507033800000,0.020559,0.020596,0.0206,0.020516,28.22129527
1507032900000,0.020629,0.02059,0.020629,0.020575,9.12444348
1507032000000,0.020558,0.020582,0.020607,0.020558,15.1085907
1507031100000,0.020524,0.020551,0.020551,0.020507,15.334728
1507030200000,0.020506,0.020604,0.020605,0.020468,37.84732
1507029300000,0.020572,0.020592,0.020593,0.020572,23.1553
1507028400000,0.020413,0.020471,0.020629,0.020359,535.74729773
1507027500000,0.02039,0.020296,0.020393,0.020296,93.73998355
1507026600000,0.020467,0.020297,0.020467,0.020297,26.69785177
1507025700000,0.020463,0.020501,0.020501,0.020411,32.01027586
1507024800000,0.020369,0.020558,0.02056,0.020309,348.86684605
1507023900000,0.020387,0.020453,0.020453,0.020284,310.28590725
1507023000000,0.020388,0.020356,0.020442,0.020299,106.16232874
1507022100000,0.020303,0.020335,0.020411,0.02027,175.44380114
1507021200000,0.020309,0.020315,0.020367,0.020254,175.35262475
1507020300000,0.020245,0.020304,0.020316,0.02015,223.91662389
1507019400000,0.02032,0.020234,0.020327,0.020234,227.27136462
1507018500000,0.020572,0.020424,0.020572,0.02032,74.07397551
1507017600000,0.020505,0.020452,0.020505,0.020452,228.84718772
1507016700000,0.020502,0.0205,0.020502,0.0205,110.575147
1507015800000,0.020527,0.0205,0.020602,0.0205,115.47672036
1507014900000,0.020682,0.020527,0.020682,0.020516,47.46442361
1507014000000,0.020703,0.020736,0.020789,0.020666,139.07015939
1507013100000,0.0207,0.020724,0.020772,0.0207,42.714753
1507012200000,0.020733,0.020689,0.020733,0.020689,20.041366
1507011300000,0.020737,0.020652,0.02079,0.020635,101.07417984
1507010400000,0.020691,0.02068,0.020691,0.020607,166.13848739
1507009500000,0.0207,0.020671,0.020769,0.020643,56.09049904
1507008600000,0.020599,0.02064,0.02064,0.020597,5.54352769
1507007700000,0.020471,0.02062,0.02062,0.020425,288.47396173
1507006800000,0.020442,0.020412,0.020496,0.020412,60.32214765
1507005900000,0.020448,0.020423,0.020549,0.020406,267.18002173
1507005000000,0.020507,0.020504,0.02053,0.020406,104.50163189
1507004100000,0.020499,0.020502,0.020544,0.020459,22.98404102
1507003200000,0.020427,0.020548,0.020548,0.020427,118.74906532
1507002300000,0.020505,0.020427,0.02051,0.020427,29.33249041
1507001400000,0.020564,0.020501,0.020612,0.0205,51.12227169
1507000500000,0.020569,0.020541,0.020644,0.020506,97.88755373
1506999600000,0.020514,0.020557,0.020679,0.020514,84.16342553
1506998700000,0.020456,0.020441,0.0205,0.02035,383.08620855
1506997800000,0.020518,0.020459,0.020518,0.020285,826.15511981
1506996900000,0.020477,0.020453,0.020598,0.02045,374.87216537
1506996000000,0.020754,0.020518,0.020754,0.020301,1654.26430926
1506995100000,0.020804,0.020825,0.020825,0.020729,9.11834446
1506994200000,0.02083,0.020785,0.020896,0.02078,84.72215274
1506992400000,0.020876,0.020818,0.020876,0.020818,2.29896735
1506991500000,0.020946,0.020959,0.020959,0.020822,27.99078157
1506990600000,0.020908,0.02091,0.020979,0.020908,62.24521863
1506989700000,0.020885,0.020816,0.020904,0.020781,40.90189184
1506987900000,0.020808,0.020837,0.020837,0.020737,10.49139728
1506987000000,0.020877,0.020819,0.020932,0.020723,116.83369623
1506985200000,0.020945,0.020879,0.02096,0.020833,32.35205994
1506984300000,0.020958,0.02096,0.02096,0.020958,2.7062202
